State   County  Year    UFOSightingCount   Population_Density   Housing_Density
Michigan  bay  2007  1  243.7  109.0
Kentucky  kenton  2006  1  996.7  430.4
Arkansas  sebastian  2002  2  236.4  102.7
Ohio  fulton  2008  1  105.3  42.9
Alabama  shelby  2005  2  248.5  103.2
Colorado  teller  2000  2  36.9  18.6
Florida  gadsden  2002  1  89.8  37.8
Ohio  perry  2005  1  88.4  37.3
Georgia  effingham  2008  1  109.4  41.6
Oregon  lane  2007  7  77.2  34.3
Idaho  clearwater  2001  1  3.6  1.8
Georgia  fulton  2005  5  1748.0  830.0
Oregon  yamhill  1999  3  118.8  42.3
Pennsylvania  luzerne  1998  1  358.4  162.4
Colorado  bent  1999  1  4.0  1.6
Wisconsin  winnebago  2003  1  384.3  168.8
Kansas  coffey  2001  1  13.7  6.3
Indiana  wabash  2007  1  79.7  34.4
Montana  cascade  2010  2  30.1  13.8
Florida  hillsborough  2001  4  1204.9  525.5
Oregon  curry  2007  2  13.7  7.8
Illinois  schuyler  1999  2  16.4  7.6
Texas  madison  2005  1  29.3  10.9
New York  monroe  2001  5  1132.6  487.8
Oregon  josephine  1997  1  46.2  20.3
Ohio  auglaize  1996  1  116.2  46.0
Alabama  coffee  1998  1  64.2  29.2
Tennessee  knox  2002  4  850.5  383.6
Illinois  washington  2001  1  26.2  11.6
Oklahoma  oklahoma  1998  2  931.4  416.1
New York  allegany  2004  2  47.6  25.4
Colorado  chaffee  2001  1  17.6  9.9
South Carolina  florence  2004  1  171.1  73.3
Oklahoma  washington  2001  1  122.7  56.4
North Carolina  craven  2008  4  146.0  63.5
Washington  mason  2005  3  63.3  33.9
Virginia  russell  2000  1  63.9  27.8
Arkansas  washington  2007  3  215.6  93.2
Tennessee  blount  2006  4  220.2  98.9
Michigan  mecosta  2002  1  77.1  38.1
Iowa  clarke  2005  1  21.5  9.5
Kentucky  greenup  2010  1  107.2  47.4
North Carolina  henderson  2001  1  286.1  146.6
North Carolina  dare  2010  3  88.5  87.4
Texas  nueces  1995  2  375.3  147.2
Indiana  hamilton  2003  12  696.4  270.8
Tennessee  jefferson  2009  1  187.6  85.7
Florida  volusia  2001  10  449.2  230.9
Kansas  miami  2004  1  57.0  22.9
Wisconsin  marathon  2004  1  86.8  37.4
West Virginia  harrison  2008  1  166.1  75.6
Wyoming  natrona  2005  3  14.1  6.3
Idaho  blaine  1999  1  7.2  4.6
New York  niagara  2007  1  414.4  189.8
Ohio  wood  2002  2  203.3  86.5
Florida  marion  2000  1  164.0  77.7
Utah  salt lake  2003  7  1387.1  490.4
New York  westchester  2008  4  2204.7  861.4
Texas  tom green  1996  1  68.3  28.9
Washington  benton  2001  3  103.0  40.4
Illinois  marion  2000  2  72.9  31.5
New York  onondaga  1995  2  587.4  252.0
Nebraska  boone  2005  1  8.0  3.9
California  ventura  2007  11  446.7  152.8
California  monterey  2003  3  126.5  42.4
New Mexico  curry  2007  2  34.4  14.3
New York  sullivan  2005  1  80.1  50.8
Utah  utah  2008  5  257.8  74.0
Florida  polk  2010  5  334.9  156.4
Indiana  vigo  2010  1  267.4  114.1
Virginia  washington  1995  1  90.8  40.8
Virginia  franklin  2001  1  81.3  42.5
Minnesota  hennepin  2001  4  2081.7  920.3
Michigan  delta  2004  2  31.7  17.3
Oklahoma  carter  2009  1  57.8  25.7
Ohio  defiance  2008  1  94.9  40.7
North Carolina  jones  2006  1  21.6  10.3
Kansas  montgomery  2001  1  55.1  25.8
California  santa barbara  2000  5  145.9  52.2
Washington  island  2004  2  376.6  193.0
Massachusetts  bristol  2003  6  991.3  416.8
Missouri  crawford  2008  1  33.3  16.1
Oregon  jackson  1995  3  65.1  27.2
Oregon  tillamook  2005  2  22.9  16.7
Texas  travis  2002  1  1034.4  445.6
Arkansas  crittenden  2010  2  83.5  35.2
Maine  androscoggin  2005  2  230.2  104.9
Massachusetts  nantucket  2006  1  226.2  258.4
Florida  leon  2000  1  359.1  155.9
Ohio  seneca  2005  1  103.0  43.8
Florida  taylor  1997  1  18.5  9.3
Minnesota  itasca  1998  1  16.5  9.2
Colorado  mesa  2005  3  44.1  18.8
Texas  lubbock  1996  1  269.7  111.8
Arkansas  randolph  2001  1  27.6  13.1
New York  ulster  2006  4  162.3  74.4
Oregon  multnomah  1998  2  1517.6  663.0
Texas  kaufman  1998  1  90.7  33.2
Idaho  nez perce  2007  1  46.3  20.6
Missouri  greene  2006  3  407.5  185.7
Missouri  cape girardeau  2010  1  130.8  56.4
Ohio  delaware  1999  13  248.6  95.8
Ohio  warren  1999  2  396.3  146.9
North Carolina  wilson  2007  1  220.6  96.5
Florida  charlotte  1999  1  204.2  115.0
Washington  yakima  1998  4  51.8  18.4
Indiana  fayette  1997  1  119.0  51.1
Missouri  morgan  2006  2  34.4  26.0
Ohio  greene  1998  1  356.5  140.3
Georgia  jackson  1999  1  121.5  47.4
Georgia  dawson  2000  1  75.8  33.9
Ohio  lawrence  2007  3  137.7  60.9
New Mexico  santa fe  1997  3  67.7  30.2
Nebraska  red willow  2009  1  15.4  7.3
Washington  spokane  2005  6  267.2  114.2
Kansas  mcpherson  2006  1  32.5  14.2
Florida  manatee  2010  2  434.5  232.4
Illinois  ogle  2006  2  70.5  29.7
New York  genesee  2009  1  121.9  51.9
Oklahoma  custer  1997  1  26.5  11.8
California  alameda  1998  3  1957.4  732.4
New Hampshire  rockingham  2010  2  425.0  182.4
Colorado  la plata  2007  1  30.3  15.3
Colorado  park  1998  2  6.6  4.9
Maryland  somerset  2009  1  82.8  34.8
West Virginia  morgan  2001  1  76.6  42.6
Georgia  cobb  1994  1  1786.7  698.3
Illinois  vermilion  1999  2  93.3  40.4
Texas  frio  2000  1  14.3  5.0
Illinois  williamson  2007  1  157.9  72.3
Arizona  yavapai  2006  4  26.0  13.6
Illinois  macon  2010  2  190.8  86.9
Ohio  ashtabula  2003  2  144.6  65.7
Wisconsin  douglas  1999  1  33.1  15.5
Alabama  shelby  1996  2  180.3  74.6
Utah  juab  2005  1  3.0  1.0
New Mexico  lea  2003  2  14.7  5.7
West Virginia  tyler  2008  1  35.9  19.5
Georgia  pike  2004  1  82.7  31.6
Minnesota  goodhue  2009  1  61.0  26.9
Pennsylvania  centre  1999  3  122.6  48.0
Georgia  clarke  2008  5  979.1  428.4
Nebraska  lancaster  2007  4  340.8  144.3
Michigan  shiawassee  2000  2  133.1  54.0
California  calaveras  2006  2  44.7  27.4
Georgia  fayette  2007  2  548.3  209.9
Indiana  morgan  1993  1  164.1  63.7
Alabama  mobile  2003  4  335.9  144.9
Florida  lake  2001  2  316.6  154.5
Pennsylvania  luzerne  2007  6  360.4  167.1
California  placer  2009  6  247.6  108.5
Nebraska  sarpy  2009  4  664.6  259.2
California  riverside  1995  4  214.4  81.1
Illinois  cumberland  2001  1  31.9  14.1
Washington  lincoln  2000  1  4.4  2.3
Florida  hillsborough  2010  9  1204.9  525.5
Pennsylvania  pike  2000  2  84.7  63.4
Minnesota  carver  2004  3  256.9  97.5
New York  monroe  2008  5  1132.6  487.8
Pennsylvania  butler  1994  1  220.8  88.6
Oregon  josephine  2002  4  50.4  23.2
California  san joaquin  1994  1  402.8  135.2
Missouri  oregon  2008  1  13.8  6.9
West Virginia  mason  2009  2  63.4  30.2
Tennessee  knox  2009  6  850.5  383.6
Connecticut  tolland  2001  1  372.2  141.3
Arkansas  pike  1998  1  18.7  9.2
New York  washington  2007  2  76.1  34.7
Texas  san saba  2007  1  5.4  2.8
Texas  grayson  2002  1  129.6  57.6
Oklahoma  coal  2005  1  11.5  5.4
North Dakota  williams  2008  1  10.8  5.0
Kentucky  elliott  2009  1  33.5  14.4
Indiana  monroe  2009  1  349.7  149.8
Tennessee  tipton  2007  1  133.3  50.6
Florida  alachua  2001  1  282.7  128.9
Oregon  polk  2001  1  101.8  40.9
Massachusetts  norfolk  1998  1  1627.5  638.6
Arkansas  phillips  2006  1  31.3  14.6
Minnesota  brown  2001  2  42.4  18.8
Ohio  henry  1998  2  70.1  27.9
Kentucky  greenup  2003  2  107.2  47.4
North Carolina  henderson  2008  2  286.1  146.6
Kansas  hodgeman  2009  1  2.2  1.1
Wyoming  albany  1992  1  7.5  3.6
Arkansas  van buren  2001  3  24.4  14.6
Florida  volusia  2010  2  449.2  230.9
Pennsylvania  blair  2006  3  241.7  107.0
Tennessee  hardeman  2004  1  40.8  16.2
Maryland  calvert  1997  1  346.5  128.2
New York  nassau  1999  4  4655.0  1598.1
Utah  salt lake  1994  1  1218.4  421.7
Michigan  jackson  2005  1  228.4  99.0
New Mexico  san miguel  2001  2  6.2  3.3
New York  tompkins  2001  1  214.0  87.8
California  stanislaus  1998  3  299.2  101.0
California  monterey  2010  8  126.5  42.4
California  ventura  1992  1  408.2  136.4
Oregon  klamath  1995  3  10.7  4.9
Pennsylvania  dauphin  2006  7  510.6  229.3
Utah  utah  2003  2  257.8  74.0
New York  schenectady  2004  1  756.6  333.5
New York  schuyler  2006  1  55.9  28.8
Florida  polk  2003  1  334.9  156.4
California  fresno  2008  11  156.2  53.0
Indiana  vigo  2003  1  267.4  114.1
Washington  franklin  2003  1  62.9  19.7
Vermont  caledonia  2007  1  48.1  24.6
Illinois  shelby  2008  1  29.5  13.7
North Carolina  lincoln  2003  1  262.7  112.9
South Carolina  williamsburg  2005  1  36.8  16.4
Minnesota  hennepin  2010  3  2081.7  920.3
Arkansas  pope  2008  1  76.0  31.4
Oregon  umatilla  2004  1  23.6  9.2
Texas  falls  2002  1  23.3  10.1
Ohio  defiance  2001  1  94.9  40.7
Rhode Island  providence  2005  11  1530.3  646.7
Texas  fayette  2004  1  25.8  14.6
Mississippi  neshoba  2009  1  52.1  21.7
Washington  island  1999  3  343.3  155.3
Pennsylvania  lawrence  2005  1  254.4  114.4
Oregon  jackson  2000  4  65.1  27.2
Kansas  phillips  2008  3  6.4  3.4
Illinois  clinton  1999  1  74.9  29.1
California  solano  2001  3  503.0  185.8
Ohio  williams  2007  2  89.4  39.6
Connecticut  litchfield  2007  5  206.3  95.1
Florida  leon  1999  2  359.1  155.9
Tennessee  humphreys  1999  1  33.7  15.9
Oregon  linn  1995  3  45.0  18.6
Indiana  spencer  1997  1  51.1  20.9
Texas  wise  2006  2  65.4  26.3
Hawaii  maui  1998  1  110.5  48.6
Florida  suwannee  2006  1  60.3  27.8
New Jersey  hudson  2006  2  13731.4  5852.5
Florida  duval  1992  1  1006.7  426.3
Texas  maverick  2005  1  42.4  13.7
Ohio  clermont  1998  2  393.8  153.2
New Hampshire  merrimack  1997  1  145.8  60.2
Wisconsin  washington  1998  1  272.7  106.3
Ohio  delaware  2008  8  393.2  149.8
Delaware  new castle  1998  1  1173.6  468.1
Florida  charlotte  2006  1  235.2  147.9
Washington  yakima  2007  10  56.6  19.9
Georgia  clayton  2002  2  1832.5  739.6
Montana  missoula  2002  2  42.1  19.3
New York  oneida  1995  1  194.2  84.8
California  san mateo  2000  19  1574.7  580.3
Oregon  marion  2000  6  240.6  91.4
Florida  sarasota  2006  1  682.6  410.9
Iowa  jasper  2006  2  50.4  22.2
Ohio  lucas  2009  3  1296.2  594.5
Kansas  wyandotte  2007  4  1039.0  440.3
Illinois  mclean  2010  1  143.3  58.9
Maine  york  2003  4  199.0  106.8
Idaho  kootenai  2009  6  111.3  50.8
Michigan  livingston  1991  1  276.1  103.7
North Carolina  hoke  2004  2  120.2  46.6
Utah  summit  2005  1  19.4  14.2
Florida  glades  2002  2  16.0  8.7
Florida  manatee  2003  6  434.5  232.4
Indiana  wayne  2010  1  171.5  77.8
Kansas  osage  2010  2  23.1  10.6
Colorado  douglas  2003  9  339.7  127.2
Virginia  patrick  2007  1  38.3  20.9
Illinois  vermilion  2006  3  90.9  40.4
West Virginia  jackson  2008  1  62.9  28.7
Maryland  carroll  2001  1  373.4  139.4
Minnesota  houston  2008  1  34.5  15.6
Arizona  yavapai  1999  5  20.6  10.1
Ohio  ashtabula  2010  1  144.6  65.7
North Dakota  ramsey  2000  1  10.2  4.8
Ohio  belmont  2005  1  132.3  61.0
Missouri  bates  2010  1  20.4  9.4
New York  greene  2004  2  76.1  45.1
Tennessee  crockett  2010  1  54.9  24.2
South Carolina  greenville  1993  1  480.5  206.1
Kentucky  johnson  2002  2  89.2  40.6
Illinois  jersey  1998  1  58.7  24.2
Massachusetts  franklin  2007  1  102.1  48.3
Texas  hamilton  1995  1  9.8  5.3
Hawaii  hawaii  1999  2  36.9  15.6
Kentucky  grant  2002  1  95.6  38.5
North Carolina  guilford  2002  2  756.4  337.6
Pennsylvania  montgomery  2008  9  1655.9  674.3
California  placer  2002  2  247.6  108.5
Florida  lake  2010  1  316.6  154.5
Texas  johnson  1995  2  173.9  63.4
North Dakota  morton  2006  1  14.3  6.3
Georgia  whitfield  2002  1  353.2  137.4
Tennessee  davidson  2006  4  1243.3  563.4
New York  monroe  1999  3  1115.3  461.7
Texas  brazos  2006  1  332.8  132.7
Mississippi  jones  2000  1  93.6  38.8
Connecticut  tolland  2010  3  372.2  141.3
Illinois  randolph  2005  1  58.2  23.8
Iowa  des moines  2010  1  96.9  44.5
New Mexico  bernalillo  2008  2  570.8  244.9
New York  jefferson  1998  1  87.8  42.5
Michigan  newaygo  2004  1  59.6  30.8
Nebraska  adams  2002  1  55.7  23.7
Indiana  monroe  2000  1  305.7  128.9
Florida  sumter  2007  1  170.8  97.0
Georgia  cherokee  2009  3  508.3  195.3
Pennsylvania  crawford  2002  1  87.7  44.1
Kentucky  laurel  2009  1  135.6  58.6
Oregon  douglas  1995  1  19.9  8.6
Michigan  kalamazoo  2002  1  445.7  195.9
California  el dorado  1995  4  91.4  41.7
South Carolina  anderson  2009  2  261.6  118.5
Maryland  charles  2005  1  320.2  120.1
Tennessee  dickson  1997  1  88.1  36.0
Washington  grays harbor  1998  2  35.1  16.9
Texas  guadalupe  2006  1  184.9  70.3
New York  new york  2005  20  69468.4  37106.4
Oklahoma  pottawatomie  2006  1  88.2  37.0
Arizona  apache  1993  1  6.2  2.8
Wisconsin  portage  2004  3  87.4  37.5
Rhode Island  newport  2006  2  809.6  408.2
California  contra costa  2003  18  1465.2  559.1
Texas  newton  2001  1  15.5  7.6
Pennsylvania  blair  2009  1  241.7  107.0
Wisconsin  dane  2000  2  354.9  150.1
Wisconsin  waupaca  1999  1  68.9  30.0
Kentucky  mccracken  2010  2  263.6  124.9
Illinois  cass  2005  1  36.3  15.5
Oregon  benton  1997  1  115.5  47.3
Texas  hidalgo  2004  2  493.2  158.1
Arkansas  newton  2007  1  10.1  5.7
Arkansas  benton  2009  3  261.2  109.9
Michigan  monroe  2002  1  276.7  114.6
New Hampshire  belknap  2000  1  140.4  80.0
Michigan  lapeer  2003  2  137.4  56.5
New York  westchester  1998  2  2133.6  807.4
California  stanislaus  2009  15  344.2  120.1
Pennsylvania  bucks  1992  3  984.0  371.3
California  humboldt  1995  3  35.4  15.7
Kansas  rooks  2007  1  5.8  3.1
Washington  kitsap  2002  48  635.9  271.9
Washington  skagit  2005  2  67.5  29.7
California  fresno  2001  7  156.2  53.0
Minnesota  rice  1994  1  113.9  40.3
New Jersey  mercer  1998  1  1552.5  589.9
South Carolina  charleston  2005  6  382.3  185.6
California  yuba  2007  1  114.2  43.7
Illinois  alexander  2006  1  35.0  17.0
Arkansas  pope  2003  2  76.0  31.4
Maryland  howard  1995  1  983.3  368.3
Arkansas  white  2004  1  74.5  31.4
New Mexico  sandoval  2003  14  35.5  14.1
New York  broome  2009  3  284.2  128.3
Ohio  defiance  1998  1  96.1  39.0
Kentucky  hardin  2001  2  169.3  69.4
Kentucky  fayette  2005  6  1042.8  476.5
Utah  beaver  2008  1  2.6  1.1
Georgia  fannin  2003  1  61.2  41.9
New Jersey  warren  1999  1  286.2  115.0
Texas  el paso  1999  1  670.8  221.5
Massachusetts  berkshire  1997  1  144.9  71.2
South Carolina  horry  2006  12  237.5  164.0
Oregon  jackson  2009  3  73.0  32.7
Ohio  jackson  1996  1  77.7  33.1
California  solano  2010  6  503.0  185.8
Texas  culberson  1999  1  0.8  0.3
Michigan  genesee  2001  3  668.5  301.7
Iowa  scott  2005  1  360.7  156.8
South Dakota  day  2003  1  5.6  3.5
Kentucky  lincoln  2005  1  74.1  32.4
North Carolina  cumberland  1996  1  464.2  181.4
Missouri  clay  2010  1  558.6  236.4
Massachusetts  barnstable  2007  7  548.3  407.1
Illinois  douglas  2004  1  48.0  20.1
Texas  harris  1997  1  1967.0  750.9
Arizona  yuma  1994  1  29.0  13.4
Florida  duval  2001  2  1133.9  509.7
Connecticut  hartford  2002  3  1216.2  509.1
Pennsylvania  cambria  2008  1  208.7  95.4
New Hampshire  merrimack  2002  3  156.8  68.0
California  tehama  2000  3  19.0  8.0
Kansas  johnson  2010  2  1149.6  478.6
Ohio  delaware  2001  7  393.2  149.8
Iowa  jefferson  2010  2  38.7  17.4
Minnesota  wright  2006  3  188.5  74.1
Wisconsin  sawyer  2009  2  13.2  12.7
Minnesota  sherburne  2001  1  204.4  74.8
Missouri  boone  2004  3  237.3  101.5
New York  oneida  2000  1  194.2  84.8
Alabama  madison  2008  1  417.7  182.7
Oklahoma  woods  1998  1  7.1  3.5
Ohio  lucas  2000  1  1336.6  576.4
Georgia  jackson  2009  1  178.1  69.9
New York  rockland  2004  4  1795.9  599.6
Kentucky  jefferson  2006  5  1948.1  887.5
Wisconsin  calumet  2006  1  153.9  61.9
Illinois  jefferson  2004  1  68.0  29.7
Michigan  livingston  1998  1  276.1  103.7
Michigan  kent  2006  6  711.5  291.5
California  shasta  2006  4  46.9  20.5
Oklahoma  le flore  2000  1  30.3  12.7
New Mexico  colfax  1997  1  3.8  2.4
Indiana  wayne  2003  1  171.5  77.8
New Jersey  bergen  2000  2  3775.5  1451.2
New Jersey  union  2003  5  5216.1  1939.5
Florida  highlands  2002  1  97.2  54.5
West Virginia  jackson  2003  1  62.9  28.7
Maryland  carroll  2010  3  373.4  139.4
Minnesota  scott  2004  1  364.5  132.2
Indiana  perry  1993  2  49.6  21.6
North Carolina  durham  2010  1  935.7  420.4
New York  ontario  2004  3  167.6  74.8
Texas  sabine  2008  1  22.0  16.3
North Carolina  ashe  1999  2  57.2  31.1
New Jersey  camden  2003  3  2321.5  926.2
Texas  webb  2003  2  74.5  21.9
Virginia  york  2000  1  2526.7  1134.2
Texas  val verde  2004  1  15.5  5.9
Pennsylvania  centre  2001  1  138.7  57.0
Georgia  clarke  1998  1  840.2  348.8
California  lassen  2008  2  7.7  2.8
Maine  lincoln  2001  1  75.6  51.5
Pennsylvania  montgomery  2007  4  1655.9  674.3
Texas  erath  2008  7  35.0  15.7
Nebraska  sarpy  1995  3  509.7  187.0
North Carolina  madison  2006  2  46.2  23.6
Texas  johnson  2000  3  173.9  63.4
Pennsylvania  schuylkill  2005  2  190.4  89.0
New Jersey  hunterdon  2010  3  300.0  115.7
Tennessee  davidson  1999  8  1134.6  503.7
Nebraska  saline  1997  1  24.1  9.8
North Carolina  harnett  2002  1  192.7  78.5
Pennsylvania  butler  2004  3  233.1  99.1
Ohio  stark  2007  4  652.9  287.2
California  san joaquin  2004  2  492.6  168.0
Iowa  taylor  1998  1  13.0  6.0
Georgia  forsyth  2007  1  783.5  285.9
Maine  piscataquis  2008  1  4.4  3.9
Virginia  clarke  2002  1  79.7  35.4
Pennsylvania  delaware  2005  6  3040.5  1212.5
North Dakota  stark  2003  1  18.1  8.0
Florida  hardee  2004  1  43.5  15.2
Indiana  monroe  1999  2  305.7  128.9
Idaho  butte  1999  1  1.3  0.6
Idaho  bingham  2000  1  19.9  6.8
Colorado  washington  2002  1  1.9  1.0
Kansas  saline  2005  1  77.2  33.5
Massachusetts  norfolk  2008  12  1693.6  682.5
Pennsylvania  cumberland  2007  5  431.6  183.3
Maryland  frederick  2010  2  353.5  136.5
Montana  hill  1993  1  5.8  2.6
South Carolina  anderson  2000  2  230.8  102.0
California  mono  2003  2  4.7  4.6
Arizona  apache  2006  2  6.4  2.9
Pennsylvania  allegheny  2002  3  1675.6  807.0
Nebraska  boyd  2001  1  3.9  2.6
South Carolina  berkeley  1998  7  130.0  49.8
Ohio  licking  2000  1  211.9  85.6
North Carolina  beaufort  2003  1  57.7  29.8
North Carolina  cherokee  1995  1  53.4  29.7
Iowa  wapello  2006  1  82.5  37.3
Wisconsin  ozaukee  1999  1  354.9  138.1
Arkansas  boone  2005  1  62.5  28.5
Texas  lampasas  2008  1  27.6  12.2
Alaska  southeast fairbanks  2009  1  0.3  0.2
Georgia  muscogee  2005  2  877.5  382.1
South Dakota  clay  2003  1  33.6  13.7
Washington  kitsap  1997  14  585.8  234.0
New York  cattaraugus  1997  2  64.1  30.4
Alabama  houston  2004  2  175.1  78.2
Montana  yellowstone  2002  1  56.2  24.3
Illinois  lee  2007  1  49.7  20.8
North Carolina  buncombe  1995  1  314.5  143.3
Tennessee  dyer  1999  1  73.0  31.6
Wisconsin  bayfield  1999  1  10.2  7.9
Maryland  allegany  2004  2  177.0  78.5
Alabama  jefferson  2000  3  595.0  259.0
Arkansas  pope  1994  1  67.1  28.1
New Mexico  sandoval  2008  16  35.5  14.1
Montana  flathead  2009  3  17.9  9.2
New York  broome  2000  1  283.7  125.7
Kentucky  hardin  2008  3  169.3  69.4
Wyoming  platte  2001  1  4.2  2.2
Massachusetts  berkshire  2004  1  141.6  73.9
Texas  wood  2006  1  65.0  32.3
Georgia  polk  1999  1  122.5  48.4
Michigan  lake  2007  1  20.3  26.4
Iowa  muscatine  2004  1  97.7  40.9
Illinois  knox  2005  1  73.9  33.6
Florida  collier  2004  3  160.9  98.7
Michigan  genesee  2008  7  668.5  301.7
New Hampshire  sullivan  2009  2  81.4  41.6
Pennsylvania  bedford  2005  2  49.2  23.7
Wisconsin  dunn  2008  1  51.6  21.1
Colorado  pueblo  1995  2  59.2  24.7
Kentucky  bourbon  2010  2  69.0  30.8
North Carolina  halifax  2005  1  75.5  35.6
